User NSID,score,pid,matched_aid
32293500@N05,5.0791273,281,88
32293500@N05,5.086686,281,88
32293500@N05,4.1151133,159,88
32293500@N05,4.662829,630,20
32293500@N05,5.752892,319,69
32293500@N05,5.692659,523,78
32293500@N05,5.679367,104,30
32293500@N05,4.9454746,480,26
32293500@N05,5.096859,478,26
32293500@N05,5.248827,189,63, 64
32293500@N05,4.5303717,124,30
32293500@N05,4.793219,151,68
32293500@N05,5.234087,133,30
32293500@N05,4.1937428,151,68
32293500@N05,5.047543,480,26
32293500@N05,4.992672,248,88
32293500@N05,5.01987,642,28
32293500@N05,4.8199844,479,26
32293500@N05,5.8450804,323,70
32293500@N05,4.6182575,127,30
32293500@N05,5.279731,159,88
32293500@N05,5.3780003,630,20
32293500@N05,5.054355,20,43
32293500@N05,4.4581966,617,10, 20
32293500@N05,4.9105735,616,10, 20
32293500@N05,5.1415863,122,30
32293500@N05,4.5151176,320,69
32293500@N05,5.0568237,12,43
32293500@N05,4.8915243,475,26
32293500@N05,4.7866344,479,26
32293500@N05,4.817225,522,78
32293500@N05,4.364473,624,10
32293500@N05,5.0043473,610,10, 13
32293500@N05,4.5528536,281,88
32293500@N05,5.1104684,186,64
32293500@N05,4.620335,18,43
32293500@N05,4.7198315,478,26
32293500@N05,4.6922007,186,64
32293500@N05,4.3735886,612,10, 20
32293500@N05,4.700736,646,28
32293500@N05,5.252619,10,43
32293500@N05,4.307066,290,64
32293500@N05,5.015774,480,26
32293500@N05,4.916127,155,68
32293500@N05,4.6717277,610,10, 13
32293500@N05,4.595871,186,64
32293500@N05,5.256227,630,20
32293500@N05,5.051254,186,64
32293500@N05,4.552957,189,63, 64
32293500@N05,4.8908463,281,88
32293500@N05,4.4761553,281,88
32293500@N05,5.052346,155,68
32293500@N05,4.398291,612,10, 20
32293500@N05,5.129456,564,16, 20
32293500@N05,4.6339703,319,69
32293500@N05,4.4972777,610,10, 13
32293500@N05,5.2760897,640,28
32293500@N05,,151,68
32293500@N05,4.3734245,189,63, 64
32293500@N05,5.075308,461,26
32293500@N05,4.664358,186,64
32293500@N05,4.572031,28,43
32293500@N05,4.256192,151,68
32293500@N05,5.667476,189,63, 64
32293500@N05,5.2457066,248,88
32293500@N05,5.000725,295,64
32293500@N05,5.116381,626,10
32293500@N05,4.867646,151,68
32293500@N05,4.81822,480,26
32293500@N05,4.408724,25,43
32293500@N05,5.148842,322,70
32293500@N05,4.5999937,475,26
32293500@N05,4.8048806,136,30
32293500@N05,4.943425,634,28
32293500@N05,4.893217,12,43
32293500@N05,4.6597447,189,63, 64
32293500@N05,5.652137,319,69
32293500@N05,4.897752,136,30
32293500@N05,4.568182,11,43
32293500@N05,4.0102787,246,88
32293500@N05,4.935121,28,43
32293500@N05,5.2644043,155,68
32293500@N05,5.1129475,232,72, 88
32293500@N05,4.800954,481,26
32293500@N05,5.7336283,240,88
32293500@N05,5.489665,104,30
32293500@N05,5.490337,319,69
32293500@N05,5.001385,232,72, 88
32293500@N05,5.022546,21,43
32293500@N05,4.4028406,18,43
32293500@N05,4.9501963,593,13, 20
32293500@N05,4.956217,151,68
32293500@N05,4.880065,471,26
32293500@N05,4.747861,479,26
32293500@N05,5.169845,248,88
32293500@N05,4.8501225,579,16, 20
32293500@N05,6.0717077,608,10, 13
32293500@N05,4.8439183,186,64
32293500@N05,4.0580664,151,68
32293500@N05,5.7119174,155,68
32293500@N05,4.230456,127,30
32293500@N05,4.894657,281,88
32293500@N05,4.8265653,639,28
32293500@N05,4.7254963,610,10, 13
32293500@N05,4.954157,624,10
32293500@N05,5.132667,106,30
32293500@N05,5.244787,322,70
32293500@N05,4.6313877,151,68
32293500@N05,5.263622,189,63, 64
32293500@N05,4.9002314,480,26
32293500@N05,5.3893056,322,70
32293500@N05,4.8873935,479,26
32293500@N05,5.101541,248,88
32293500@N05,4.8399615,612,10, 20
32293500@N05,4.010194,151,68
32293500@N05,4.735392,626,10
32293500@N05,4.136671,626,10
32293500@N05,4.636259,480,26
32293500@N05,5.195999,151,68
32293500@N05,4.733201,151,68
32293500@N05,4.617424,135,30
32293500@N05,4.599537,20,43
32293500@N05,4.563403,625,10, 14
32293500@N05,4.6361675,25,43
32293500@N05,5.005856,151,68
32293500@N05,5.6042514,130,30
32293500@N05,5.189292,478,26
32293500@N05,4.3495235,608,10, 13
32293500@N05,4.7775774,106,30
32293500@N05,4.6438026,248,88
32293500@N05,4.974683,600,10
32293500@N05,4.9645452,159,88
32293500@N05,4.501739,12,43
32293500@N05,5.141166,248,88
32293500@N05,4.749708,281,88
32293500@N05,5.061099,151,68
32293500@N05,4.835055,610,10, 13
32293500@N05,4.112091,246,88
32293500@N05,4.3469706,151,68
32293500@N05,4.570055,186,64
32293500@N05,5.1699715,281,88
32293500@N05,4.307882,151,68
32293500@N05,5.598281,319,69
32293500@N05,5.018405,155,68
32293500@N05,4.620001,12,43
32294886@N05,5.059968,214,88
32373689382@N01,4.191059,658,41
32373689382@N01,5.2152205,458,54
32373689382@N01,4.3254056,25,43
32413914@N00,5.042845,67,58
32413914@N00,4.5447645,1034,48
32413914@N00,4.5396786,1035,48
32413914@N00,5.2463803,501,83
32413914@N00,4.269029,1029,48
32413914@N00,4.6989617,67,58
32413914@N00,5.270695,795,57
32413914@N00,6.35621,795,57
32413914@N00,5.158047,1035,48
32413914@N00,5.368851,630,20
32413914@N00,5.410616,1035,48
32413914@N00,5.444462,795,57
32413914@N00,5.1014214,501,83
32413914@N00,4.9712267,282,88
32413914@N00,5.4987416,501,83
32413914@N00,4.551996,501,83
32413914@N00,4.9462023,1035,48
32413914@N00,5.6845894,1035,48
32413914@N00,4.1355257,501,83
32413914@N00,5.266634,282,88
32413914@N00,4.8531656,501,83
32413914@N00,4.965781,501,83
32413914@N00,4.5196247,501,83
32413914@N00,5.0142107,795,57
32413914@N00,4.4093513,1029,48
32413914@N00,4.864077,1035,48
32413914@N00,4.5965667,795,57
32413914@N00,4.6312056,1035,48
32413914@N00,4.1897354,1035,48
32413914@N00,4.87751,67,58
32413914@N00,4.986635,501,83
32413914@N00,4.400863,1035,48
32413914@N00,5.003894,282,88
32413914@N00,5.047979,67,58
32521675@N05,5.740812,1228,41
32539604@N00,4.955956,354,76
32539604@N00,4.7135906,88,33
32539604@N00,4.84789,86,33
32539604@N00,4.7039766,88,33
32539604@N00,4.8500404,83,33
32539604@N00,4.430726,82,33
32539604@N00,4.650035,91,33
32539604@N00,4.6925397,91,33
32539604@N00,4.268695,97,33
32539604@N00,4.8495436,89,33
32539604@N00,4.3280673,363,76
32539604@N00,4.2362022,97,33
32539604@N00,4.447853,86,33
32539604@N00,4.5688896,90,33
32539604@N00,4.124303,90,33
32539604@N00,4.8982816,92,33
32539604@N00,4.7067766,82,33
32539604@N00,4.5401173,96,33
32539604@N00,4.7601843,90,33
32662631@N00,4.4161916,258,88
32763282@N00,4.360212,322,70
32798372@N06,5.214515,189,63, 64
32876927@N04,4.7089167,151,68
32877343@N07,4.98938,151,68
32877343@N07,4.7685194,151,68
32877343@N07,4.675842,621,20
32877343@N07,4.6868243,12,43
32877343@N07,5.11181,639,28
32877343@N07,4.2785687,155,68
32877343@N07,5.5082345,151,68
32877343@N07,4.7607393,630,20
32941012@N08,5.1210127,368,76
32941012@N08,5.105366,295,64
32941012@N08,5.105236,1249,82
32941012@N08,5.0680842,28,43
32967799@N02,4.4251304,735,74
32967799@N02,5.0022593,708,73
32967799@N02,4.2835217,364,76
32967799@N02,3.3889732,735,74
32967799@N02,4.6091785,735,74
32967799@N02,5.2198462,368,76
32967799@N02,5.391586,136,30
32967799@N02,4.7346888,371,76
32967799@N02,4.7369084,371,76
32967799@N02,4.5811605,123,30
32967799@N02,5.395326,122,30
32967799@N02,4.8638926,354,76
32967799@N02,4.5487666,364,76
32967799@N02,4.6372128,372,76
32967799@N02,5.615531,136,30
32967799@N02,4.910519,366,76
32967799@N02,4.7288876,368,76
32967799@N02,4.7155356,367,76
32967799@N02,3.6746078,735,74
32967799@N02,4.1523833,123,30
32967799@N02,4.7050586,372,76
32967799@N02,4.878092,133,30
32967799@N02,4.50828,129,30
32967799@N02,4.310448,410,81
32967799@N02,5.0219417,735,74
32967799@N02,4.900757,371,76
32967799@N02,5.0531015,410,81
32967799@N02,4.5553856,363,76
32967799@N02,4.981548,367,76
33062345@N08,4.621551,433,88
33062345@N08,4.315255,440,54
33062345@N08,4.745496,210,88
33062345@N08,4.4824815,210,88
33062345@N08,4.948919,322,70
33062345@N08,5.066619,434,88
33062345@N08,5.0720973,155,68
33062345@N08,4.92881,260,88
33062345@N08,4.3781505,440,54
33062345@N08,4.6395736,434,88
33062345@N08,4.6858015,210,88
33062345@N08,4.585249,322,70
33062345@N08,5.0084314,207,88
33062345@N08,4.6985116,191,88
33062345@N08,4.9274387,322,70
33062345@N08,5.0076656,159,88
33062345@N08,4.8509793,440,54
33062345@N08,4.7290983,155,68
33062345@N08,5.2977667,210,88
33062345@N08,4.721133,433,88
33062345@N08,4.662631,155,68
33062345@N08,5.033659,294,72
33062345@N08,5.2648234,294,72
33062345@N08,4.6699557,278,88
33062345@N08,5.123415,440,54
33062345@N08,4.225717,210,88
33062345@N08,4.268372,322,70
33062345@N08,4.974408,171,62
33062345@N08,4.364714,207,88
33062345@N08,4.2648454,294,72
33062345@N08,5.293692,294,72
33062345@N08,4.4260216,210,88
33062345@N08,4.884884,294,72
33062345@N08,4.7369056,294,72
33062345@N08,4.9502177,434,88
33062345@N08,4.5298004,440,54
33062345@N08,5.017751,171,62
33062345@N08,4.8707504,260,88
33062345@N08,4.725435,433,88
33062345@N08,5.1187625,322,70
33062345@N08,5.1193323,207,88
33062345@N08,3.9177322,440,54
33062345@N08,4.9275446,434,88
33062345@N08,5.167984,171,62
33062345@N08,4.92216,210,88
33062345@N08,5.158607,207,88
33062345@N08,4.771595,440,54
33062345@N08,4.875908,294,72
33062345@N08,4.673482,210,88
33062345@N08,4.7273827,440,54
33062345@N08,4.1582546,159,88
33062345@N08,4.81441,171,62
33062345@N08,4.228986,260,88
33062345@N08,5.1481113,207,88
33062345@N08,4.722583,440,54
33062345@N08,4.8282747,171,62
33062345@N08,4.6528916,440,54
33062345@N08,4.4827433,260,88
33062345@N08,4.627302,440,54
33062345@N08,5.155138,155,68
33062345@N08,4.989713,294,72
33062345@N08,4.614241,322,70
33062345@N08,4.6411443,440,54
33062345@N08,4.9861445,434,88
33062345@N08,5.2007046,171,62
33062345@N08,4.9603086,294,72
33062345@N08,4.6981554,294,72
33062345@N08,4.7334943,171,62
33062345@N08,4.582081,294,72
33062345@N08,5.5627794,294,72
33062345@N08,4.970872,440,54
33062345@N08,4.731715,322,70
33062345@N08,4.7688065,260,88
33062345@N08,4.577058,322,70
33062345@N08,4.968402,171,62
33062345@N08,5.078786,294,72
33062345@N08,4.9755316,207,88
33062345@N08,4.7688065,260,88
33062345@N08,3.7058933,159,88
33062345@N08,5.0357456,207,88
33062345@N08,4.608949,440,54
33062345@N08,5.5620646,294,72
33062345@N08,5.083423,294,72
33062345@N08,4.8860054,322,70
33062345@N08,4.3783617,322,70
33062345@N08,5.352525,171,62
33062345@N08,5.1686554,434,88
33062345@N08,4.494731,294,72
33062345@N08,4.629244,260,88
33062345@N08,4.9133105,322,70
33062345@N08,4.80493,440,54
33062345@N08,4.9224567,260,88
33062345@N08,4.895525,294,72
33062345@N08,4.835974,155,68
33062345@N08,5.236171,440,54
33062345@N08,4.356668,434,88
33062345@N08,4.5760565,171,62
33062345@N08,4.3561163,440,54
33062345@N08,4.8577747,207,88
33062345@N08,4.7753134,294,72
33062345@N08,4.81133,212,88
33062345@N08,4.6106005,440,54
33062345@N08,4.8015795,155,68
33062345@N08,4.5506186,434,88
33062345@N08,4.1294017,159,88
33062345@N08,4.3643703,294,72
33062345@N08,4.7407045,294,72
33062345@N08,5.135617,440,54
33062345@N08,4.76954,294,72
33062345@N08,4.9979005,440,54
33062345@N08,5.5300155,171,62
33062345@N08,4.8017735,260,88
33062345@N08,4.6689177,210,88
33062345@N08,3.6856608,433,88
33062345@N08,4.0411797,207,88
33062345@N08,4.645767,322,70
33062345@N08,4.751754,434,88
33062345@N08,4.257665,294,72
33062345@N08,4.6328344,322,70
33062345@N08,4.71482,434,88
33062345@N08,4.720708,322,70
33062345@N08,4.7147512,155,68
33062345@N08,4.5133944,210,88
33062345@N08,4.088235,322,70
33062345@N08,4.7950077,322,70
33062345@N08,5.169283,155,68
33062345@N08,4.937989,207,88
33062345@N08,4.474376,440,54
33062345@N08,4.4345517,322,70
33062345@N08,4.7330155,433,88
33062345@N08,4.7615423,434,88
33062345@N08,4.6908245,171,62
33062345@N08,4.8274508,281,88
33062345@N08,4.610095,159,88
33062345@N08,5.235947,440,54
33062345@N08,4.818471,171,62
33062345@N08,4.62917,294,72
33062345@N08,4.780196,171,62
33062345@N08,4.7100515,260,88
33062345@N08,4.450219,440,54
33062345@N08,4.618132,171,62
33062345@N08,5.1915035,171,62
33062345@N08,5.32518,159,88
33062345@N08,4.911069,260,88
33062345@N08,4.880245,294,72
33062345@N08,4.7963076,440,54
33062345@N08,5.6232963,171,62
33062345@N08,4.6920257,440,54
33062345@N08,4.9431396,322,70
33062345@N08,4.6600604,322,70
33062345@N08,4.9932375,171,62
33062345@N08,4.513739,294,72
33062345@N08,5.397234,171,62
33062345@N08,4.634322,260,88
33062345@N08,4.3151665,207,88
33062345@N08,4.7938986,294,72
33062345@N08,4.3361645,294,72
33062345@N08,4.2493296,260,88
33062345@N08,4.0269604,210,88
33062345@N08,4.9804726,322,70
33062345@N08,4.955106,171,62
33062345@N08,5.4814973,171,62
33062345@N08,5.0622015,155,68
33062345@N08,4.483836,294,72
33062345@N08,4.750368,171,62
33062345@N08,4.7311983,278,88
33062345@N08,4.920618,322,70
33062345@N08,4.4396443,294,72
33062345@N08,5.080395,159,88
33062345@N08,5.129756,322,70
33062345@N08,4.615425,212,88
33062345@N08,4.4159994,278,88
33062345@N08,4.7738514,434,88
33062345@N08,4.8108306,260,88
33062345@N08,5.411255,440,54
33062345@N08,5.037429,171,62
33062345@N08,4.9697514,434,88
33062345@N08,4.7720184,171,62
33062345@N08,4.70603,210,88
33062345@N08,5.1323705,260,88
33062345@N08,4.629244,260,88
33062345@N08,4.7763357,322,70
33062345@N08,5.278685,260,88
33062345@N08,4.869874,171,62
33062345@N08,4.9239316,322,70
33062345@N08,4.499064,322,70
33062345@N08,4.8869524,440,54
33062345@N08,4.609383,294,72
33062345@N08,4.88253,159,88
33062345@N08,4.4827433,260,88
33062345@N08,4.915989,260,88
33062345@N08,4.5378265,207,88
33062345@N08,4.799275,322,70
33062345@N08,5.053251,440,54
33062345@N08,4.7674007,210,88
33062345@N08,5.086575,207,88
33062345@N08,4.8142376,155,68
33062345@N08,4.1394095,440,54
33062345@N08,4.636375,294,72
33062345@N08,5.194137,171,62
33062345@N08,4.61836,440,54
33062345@N08,4.430335,207,88
33062345@N08,4.851988,260,88
33062345@N08,4.279915,294,72
33062345@N08,5.362774,207,88
33062345@N08,5.0342827,440,54
33062345@N08,4.8434305,440,54
33062345@N08,4.735553,210,88
33062345@N08,4.380584,159,88
33062345@N08,4.8108306,260,88
33062345@N08,5.362562,171,62
33062345@N08,4.872419,322,70
33062345@N08,4.479439,210,88
33062345@N08,5.009762,440,54
33062345@N08,4.8091536,440,54
33062345@N08,4.771506,207,88
33062345@N08,4.8035207,171,62
33062345@N08,4.7099953,434,88
33062345@N08,4.7330217,171,62
33062345@N08,5.0194473,155,68
33062345@N08,4.3326006,210,88
33062345@N08,5.410933,171,62
33062345@N08,4.555485,260,88
33062345@N08,4.5389194,322,70
33062345@N08,3.3143616,433,88
33062345@N08,4.989662,159,88
33062345@N08,4.3361263,294,72
33062345@N08,4.47049,322,70
33062345@N08,4.2972164,294,72
33062345@N08,5.0853977,171,62
33062345@N08,5.022558,191,88
33062345@N08,4.445256,440,54
33062345@N08,4.696298,260,88
33062345@N08,5.7738113,294,72
33062345@N08,4.7359657,210,88
33062345@N08,4.4612474,260,88
33062345@N08,4.555485,260,88
33062345@N08,4.258417,159,88
33062345@N08,4.5299635,207,88
33062345@N08,4.2316804,440,54
33062345@N08,5.336956,207,88
33062345@N08,4.8989706,210,88
33062345@N08,5.1098323,210,88
33062345@N08,5.5387225,210,88
33062345@N08,4.6833563,440,54
33062345@N08,4.878083,155,68
33062345@N08,4.405943,210,88
33062345@N08,4.4294214,322,70
33062345@N08,4.0982323,440,54
33062345@N08,4.832549,207,88
33062345@N08,4.8899317,207,88
33062345@N08,4.3987145,210,88
33062345@N08,5.5079975,281,88
33062345@N08,4.92881,260,88
33062345@N08,4.605616,281,88
33062345@N08,4.5931005,171,62
33062345@N08,4.7532187,440,54
33062345@N08,5.3574376,210,88
33062345@N08,4.5614038,322,70
33062345@N08,4.4919806,171,62
33062345@N08,4.7013636,322,70
33062345@N08,4.9238067,440,54
33062345@N08,4.7543902,207,88
33062345@N08,4.6843967,294,72
33062345@N08,5.0519533,322,70
33062345@N08,4.4636545,155,68
33062345@N08,5.3444796,207,88
33062345@N08,4.563469,210,88
33062345@N08,4.497508,322,70
33062345@N08,4.21002,159,88
33062345@N08,4.6889987,294,72
33062345@N08,4.9362974,155,68
33062345@N08,4.885783,294,72
33062345@N08,5.149013,434,88
33062345@N08,5.1577415,294,72
33062345@N08,4.5355034,207,88
33062345@N08,4.8017735,260,88
33062345@N08,4.4377832,278,88
33062345@N08,5.137261,294,72
33062345@N08,4.6638474,294,72
33062345@N08,5.168136,207,88
33062345@N08,4.8452682,434,88
33062345@N08,3.946534,159,88
33062345@N08,4.509367,433,88
33062345@N08,5.859047,294,72
33062345@N08,4.9212017,260,88
33062345@N08,4.926821,440,54
33062345@N08,4.571541,440,54
33062345@N08,5.6455073,294,72
33062345@N08,4.2493296,260,88
33062345@N08,5.194015,171,62
33062345@N08,4.2341127,159,88
33062345@N08,4.8193607,260,88
33062345@N08,4.691476,191,88
33062345@N08,5.1323705,260,88
33062345@N08,4.9517,322,70
33062345@N08,5.583687,294,72
33062345@N08,5.126974,294,72
33062345@N08,5.0969296,155,68
33062345@N08,4.8534765,322,70
33062345@N08,4.9473386,294,72
33062345@N08,4.210001,210,88
33062345@N08,4.570167,159,88
33062345@N08,4.8881755,322,70
33062345@N08,4.304743,294,72
33062345@N08,4.5667057,440,54
33062345@N08,4.526506,440,54
33062345@N08,4.6169147,207,88
33062345@N08,5.16905,322,70
33062345@N08,5.1170645,294,72
33062345@N08,4.435623,322,70
33062345@N08,4.533224,322,70
33062345@N08,4.7739735,294,72
33062345@N08,4.7855005,207,88
33062345@N08,4.892747,159,88
33062345@N08,5.0049763,322,70
33062345@N08,4.9950733,294,72
33062345@N08,5.0915027,171,62
33062345@N08,4.249959,294,72
33062345@N08,4.508478,440,54
33062345@N08,4.786541,207,88
33062345@N08,4.321034,294,72
33062345@N08,4.328736,294,72
33062345@N08,4.3966455,294,72
33062345@N08,4.7386074,210,88
33062345@N08,4.6291456,207,88
33062345@N08,4.1664896,440,54
33062345@N08,4.893062,322,70
33062345@N08,4.667005,294,72
33062345@N08,4.8510637,294,72
33062345@N08,4.7367086,210,88
33062345@N08,4.4503307,440,54
33062345@N08,4.5256615,294,72
33062345@N08,4.949108,294,72
33062345@N08,4.5786686,155,68
33062345@N08,4.676721,322,70
33062345@N08,5.5369234,171,62
33062345@N08,5.0997596,155,68
33062345@N08,5.0221386,207,88
33062345@N08,4.76005,440,54
33062345@N08,4.794073,322,70
33062345@N08,4.3046722,294,72
33062345@N08,5.007719,440,54
33062345@N08,4.7491684,210,88
33062345@N08,4.7115107,171,62
33062345@N08,4.705635,322,70
33062345@N08,5.1301875,207,88
33062345@N08,4.911069,260,88
33062345@N08,4.846036,440,54
33062345@N08,4.869732,434,88
33062345@N08,4.565789,171,62
33062345@N08,4.83077,171,62
33062345@N08,4.9028544,207,88
33062345@N08,4.6767673,260,88
33062345@N08,4.8146143,171,62
33062345@N08,4.6933136,210,88
33062345@N08,4.865136,440,54
33062345@N08,4.56248,440,54
33062345@N08,4.634862,191,88
33062345@N08,4.4153824,207,88
33062345@N08,4.9786873,294,72
33062345@N08,4.463464,260,88
33062345@N08,4.3361607,294,72
33062345@N08,4.977124,440,54
33062345@N08,5.0639086,207,88
33062345@N08,4.564375,440,54
33062345@N08,4.489835,440,54
33062345@N08,5.1546817,440,54
33062345@N08,4.6185174,207,88
33062345@N08,4.8405166,322,70
33062345@N08,4.9228535,294,72
33062345@N08,4.344585,294,72
33062345@N08,5.201894,207,88
33062345@N08,4.4585667,294,72
33062345@N08,4.575327,207,88
33062345@N08,4.973085,207,88
33062345@N08,4.898088,294,72
33062345@N08,4.7884717,207,88
33062345@N08,4.8251777,440,54
33062345@N08,4.486216,322,70
33062345@N08,5.3546386,322,70
33062345@N08,4.3270745,191,88
33062345@N08,4.99734,440,54
33062345@N08,4.416568,260,88
33062345@N08,4.473909,440,54
33062345@N08,4.26805,440,54
33062345@N08,5.1741533,210,88
33062345@N08,4.62574,434,88
33062345@N08,4.606853,1011,88
33062345@N08,5.1781125,433,88
33062345@N08,4.637783,440,54
33062345@N08,5.046986,440,54
33062345@N08,4.619034,322,70
33062345@N08,4.3243265,294,72
33062345@N08,4.5095177,278,88
33062345@N08,4.211837,440,54
33062345@N08,4.5474005,440,54
33062345@N08,4.6362658,440,54
33062345@N08,4.7425933,191,88
33062345@N08,4.823764,155,68
33062345@N08,4.8136697,212,88
33062345@N08,4.9228487,155,68
33062345@N08,4.6842637,207,88
33062345@N08,4.2649813,207,88
33062345@N08,4.9189715,440,54
33062345@N08,4.370723,207,88
33062345@N08,4.5334473,260,88
33062345@N08,5.352453,171,62
33062345@N08,5.004062,294,72
33062345@N08,5.050249,207,88
33062345@N08,4.9805346,213,88
33062345@N08,4.273263,294,72
33062345@N08,4.6980915,294,72
33062345@N08,4.672828,155,68
33062345@N08,4.375342,294,72
33062345@N08,5.3018665,171,62
33062345@N08,4.5777307,440,54
33062345@N08,5.1502066,171,62
33062345@N08,4.9617414,440,54
33062345@N08,4.631205,294,72
33062345@N08,4.9094815,322,70
33062345@N08,4.8433046,207,88
33062345@N08,4.8419657,207,88
33062345@N08,4.8636656,322,70
33062345@N08,4.654436,260,88
33062345@N08,4.4570246,322,70
33062345@N08,4.4921613,294,72
33062345@N08,4.0331564,171,62
33062345@N08,4.668688,207,88
33062345@N08,4.784354,171,62
33062345@N08,4.1323547,294,72
33062345@N08,4.6273594,260,88
33062345@N08,4.7404118,210,88
33062345@N08,5.2846317,171,62
33062345@N08,4.5831327,440,54
33062345@N08,4.7445154,440,54
33062345@N08,4.7322645,294,72
33062345@N08,5.1436796,440,54
33062345@N08,4.463464,260,88
33062345@N08,5.0660734,171,62
33062345@N08,4.9795427,440,54
33062345@N08,4.84373,207,88
33062345@N08,4.999946,171,62
33062345@N08,4.5016565,210,88
33062345@N08,4.789974,322,70
33062345@N08,5.193001,433,88
33062345@N08,4.546379,440,54
33062345@N08,4.508581,294,72
33062345@N08,4.5394382,434,88
33062345@N08,4.8751736,210,88
33062345@N08,4.7658443,155,68
33062345@N08,5.112024,171,62
33062345@N08,5.193888,210,88
33062345@N08,4.8478603,207,88
33062345@N08,4.360486,278,88
33062345@N08,4.944939,322,70
33062345@N08,3.6368666,159,88
33062345@N08,5.2904143,171,62
33062345@N08,4.7520566,434,88
33062345@N08,4.6845264,322,70
33062345@N08,3.9656436,210,88
33062345@N08,4.6884875,210,88
33062345@N08,4.9216475,440,54
33062345@N08,4.60569,440,54
33062345@N08,5.278685,260,88
33062345@N08,3.990922,294,72
33062345@N08,4.9928555,207,88
33062345@N08,4.787719,207,88
33062345@N08,4.597531,207,88
33062345@N08,4.590443,260,88
33062345@N08,4.925,210,88
33062345@N08,4.5334473,260,88
33062345@N08,4.9236794,207,88
33062345@N08,4.5483437,207,88
33062345@N08,4.1862283,322,70
33062345@N08,4.1935625,294,72
33062345@N08,5.179851,171,62
33062345@N08,5.034012,207,88
33062345@N08,4.8971734,440,54
33062345@N08,4.62726,191,88
33062345@N08,4.4916563,210,88
33062345@N08,4.72146,433,88
33062345@N08,4.416568,260,88
33062345@N08,5.3127775,207,88
33062345@N08,5.049616,207,88
33062345@N08,4.2434273,210,88
33062345@N08,5.3309593,171,62
33062345@N08,5.0475674,440,54
33062345@N08,4.837982,210,88
33062345@N08,4.6382275,212,88
33062345@N08,4.944949,322,70
33062345@N08,5.127934,278,88
33062345@N08,4.161784,294,72
33062345@N08,4.9076085,210,88
33062345@N08,3.7670906,159,88
33062345@N08,4.920529,294,72
33062345@N08,4.617962,322,70
33062345@N08,4.6830072,294,72
33062345@N08,4.395942,207,88
33062345@N08,3.6967268,159,88
33062345@N08,4.9212017,260,88
33062345@N08,4.316164,440,54
33062345@N08,4.5218396,294,72
33062345@N08,4.9141474,440,54
33062345@N08,4.768456,207,88
33062345@N08,4.8193607,260,88
33062345@N08,4.810451,155,68
33062345@N08,4.6372232,155,68
33062345@N08,4.5271025,278,88
33062345@N08,4.4039674,440,54
33062345@N08,4.7172203,294,72
33062345@N08,5.339842,171,62
33062345@N08,4.574535,434,88
33062345@N08,4.7970605,171,62
33062345@N08,5.975994,294,72
33062345@N08,4.500965,294,72
33062345@N08,4.627075,210,88
33062345@N08,5.206737,440,54
33062345@N08,5.3561234,171,62
33062345@N08,5.019024,322,70
33062345@N08,4.4866066,207,88
33062345@N08,4.444679,207,88
33062345@N08,5.5411177,322,70
33062345@N08,4.570059,440,54
33062345@N08,4.6273594,260,88
33062345@N08,4.6380568,207,88
33062345@N08,4.9457083,322,70
33062345@N08,4.043838,260,88
33062345@N08,4.9312162,440,54
33062345@N08,3.403925,159,88
33062345@N08,4.7887917,433,88
33062345@N08,3.9704707,159,88
33062345@N08,4.851988,260,88
33062345@N08,4.635051,210,88
33062345@N08,4.259078,434,88
33062345@N08,4.892063,210,88
33062345@N08,4.837226,210,88
33062345@N08,4.234439,294,72
33062345@N08,4.8735414,207,88
33062345@N08,4.634857,207,88
33062345@N08,4.0139275,159,88
33062345@N08,4.425554,281,88
33062345@N08,5.1176157,440,54
33062345@N08,4.9660416,440,54
33062345@N08,4.903333,159,88
33062345@N08,4.5940266,294,72
33062345@N08,4.590443,260,88
33062345@N08,4.043838,260,88
33062345@N08,4.93411,294,72
33062345@N08,5.0506406,434,88
33062345@N08,4.647927,433,88
33062345@N08,5.156012,155,68
33062345@N08,4.9901924,322,70
33062345@N08,4.692853,278,88
33062345@N08,4.580207,207,88
33062345@N08,4.619219,210,88
33062345@N08,4.877389,434,88
33062345@N08,4.738863,155,68
33062345@N08,5.014632,322,70
33062345@N08,4.1680727,210,88
33062345@N08,4.9297905,207,88
33062345@N08,4.605113,440,54
33062345@N08,4.7668734,155,68
33062345@N08,5.607567,322,70
33062345@N08,4.22375,294,72
33062345@N08,5.3894873,281,88
33062345@N08,4.2002487,294,72
33062345@N08,5.225188,322,70
33062345@N08,4.0743856,210,88
33062345@N08,4.943181,440,54
33062345@N08,4.5154867,440,54
33062345@N08,4.893572,210,88
33062345@N08,4.6711655,440,54
33062345@N08,4.8028955,294,72
33062345@N08,4.5402575,171,62
33062345@N08,4.2742496,294,72
33062345@N08,4.9224567,260,88
33062345@N08,5.171629,207,88
33062345@N08,4.7100515,260,88
33062345@N08,4.2453556,212,88
33062345@N08,4.9461884,294,72
33062345@N08,4.948962,294,72
33062345@N08,4.5598354,440,54
33062345@N08,4.9012046,294,72
33062345@N08,4.6665936,440,54
33062345@N08,4.387723,294,72
33062345@N08,4.935269,322,70
33062345@N08,4.9396863,207,88
33062345@N08,5.0767984,207,88
33062345@N08,4.6901045,207,88
33062345@N08,4.6476727,210,88
33062345@N08,4.2997246,440,54
33062345@N08,4.3114595,434,88
