,uid,datetime,,lng,lat
1266,130,12,33,135.754661,34.985201
1267,130,12,57,135.818413,34.9917495
1268,130,14,16,135.756622,34.987583
1269,130,15,2,135.754661,34.985201
1270,130,15,23,135.756622,34.987583
1271,130,15,50,135.754661,34.985201
1272,130,16,11,135.756622,34.987583
1273,131,8,0,135.7815915,34.999941
1274,131,9,38,135.779793,34.9968395
1275,131,10,6,135.771,35.0003615
1276,131,10,48,135.765669,35.0096815
1277,131,11,11,135.771,35.0003615
1278,131,11,43,135.765669,35.0096815
1279,131,12,21,135.7790175,34.994611
1280,131,12,53,135.7817325,35.0154755
1281,131,13,15,135.7828155,35.0130485
1282,131,13,37,135.7817325,35.0154755
1283,131,15,8,135.765669,35.0096815
1284,132,8,0,135.687512,34.891397
1285,132,11,15,135.7497795,35.010972
1286,132,12,21,135.7679695,35.016412
1287,132,12,42,135.7634075,35.0223815
1288,132,13,31,135.687512,34.891397
1289,132,14,0,135.7679695,35.016412
1290,132,14,49,135.7497795,35.010972
1291,132,15,25,135.7634075,35.0223815
1292,132,15,49,135.7679695,35.016412
1293,132,17,29,135.765363,35.0129715
1294,132,19,11,135.687512,34.891397
1295,132,19,40,135.7679695,35.016412
1296,133,8,0,135.7839345,35.0074415
1297,133,8,35,135.7894595,35.008201
1298,133,8,59,135.7839345,35.0074415
1299,133,9,35,135.7894595,35.008201
1300,133,16,3,135.7839345,35.0074415
1301,133,16,54,135.7894595,35.008201
1302,133,18,32,135.7839345,35.0074415
1303,133,19,14,135.781704,35.0102175
1304,134,8,0,135.829124,35.119614
1305,134,8,48,135.7655235,34.993912
1306,134,10,44,135.829124,35.119614
1307,134,11,18,135.7655235,34.993912
1308,134,13,25,135.765176,34.9962555
1309,134,14,9,135.7655235,34.993912
1310,134,15,10,135.754661,34.985201
1311,134,15,33,135.7655235,34.993912
1312,134,16,33,135.765176,34.9962555
1313,134,16,55,135.829124,35.119614
1314,134,17,25,135.7655235,34.993912
1315,134,18,18,135.829124,35.119614
1316,134,18,53,135.754661,34.985201
1317,135,8,0,135.838644,35.07029
1318,135,11,54,135.756622,34.987583
1319,135,13,54,135.754661,34.985201
1320,135,14,36,135.7538105,34.9894565
1321,135,15,7,135.754661,34.985201
1322,135,15,28,135.756622,34.987583
1323,135,16,12,135.754661,34.985201
1324,135,19,41,135.756622,34.987583
1325,136,8,0,135.772814,34.9876865
1326,136,8,53,135.754661,34.985201
1327,136,9,21,135.772814,34.9876865
1328,136,15,53,135.767355,34.9883835
1329,136,17,7,135.772814,34.9876865
1330,136,17,27,135.754661,34.985201
1331,136,17,57,135.756622,34.987583
1332,136,18,28,135.754661,34.985201
1333,136,18,51,135.772814,34.9876865
1334,136,19,21,135.754661,34.985201
1335,137,8,0,135.769274,35.0006195
1336,137,8,46,135.7570505,35.0037495
1337,137,9,9,135.769274,35.0006195
1338,137,9,36,135.7746525,35.004084
1339,137,9,58,135.769274,35.0006195
1340,137,10,30,135.774561,35.0003805
1341,137,11,46,135.777969,35.0010785
1342,137,15,26,135.774561,35.0003805
1343,137,16,56,135.769274,35.0006195
1344,137,17,17,135.774561,35.0003805
1345,137,17,56,135.769274,35.0006195
1346,137,18,24,135.7746525,35.004084
1347,138,8,0,135.7970205,35.032162
1348,138,9,2,135.7941705,35.021666
1349,138,9,53,135.7970205,35.032162
1350,138,10,51,135.7941705,35.021666
1351,138,11,56,135.7970205,35.032162
1352,138,12,48,135.7948215,35.0139625
1353,138,13,14,135.7970205,35.032162
1354,138,13,40,135.838644,35.07029
1355,138,14,6,135.7817325,35.0154755
1356,138,14,30,135.7941705,35.021666
1357,138,15,44,135.7817325,35.0154755
1358,138,17,53,135.7970205,35.032162
1359,138,18,40,135.7948215,35.0139625
1360,138,19,3,135.838644,35.07029
1361,139,8,0,135.771638,35.0193825
1362,139,8,40,135.779615,35.0256915
1363,139,9,19,135.771638,35.0193825
1364,139,10,54,135.7679695,35.016412
1365,139,12,25,135.771638,35.0193825
1366,139,12,52,135.779615,35.0256915
1367,139,13,25,135.754661,34.985201
1368,139,13,55,135.7538105,34.9894565
1369,139,14,18,135.756622,34.987583
1370,139,15,6,135.754661,34.985201
1371,139,16,26,135.756622,34.987583
1372,139,17,58,135.754661,34.985201
1373,139,18,21,135.7538105,34.9894565
1374,139,18,42,135.756622,34.987583
1375,139,19,21,135.7605385,34.9912315
1376,140,8,0,135.796302,35.0295135
1377,140,8,38,135.7800475,35.0189255
1378,140,9,55,135.796302,35.0295135
1379,140,10,23,135.7800475,35.0189255
1380,140,11,0,135.796302,35.0295135
1381,140,11,22,135.7800475,35.0189255
1382,140,11,48,135.765363,35.0129715
1383,140,12,15,135.796302,35.0295135
1384,140,13,10,135.784286,34.994452
1385,140,13,43,135.779793,34.9968395
1386,140,14,48,135.7746525,35.004084
1387,140,15,27,135.765363,35.0129715
1388,141,8,0,135.779933,34.9994855
1389,141,9,0,135.7789385,35.003255
1390,141,9,39,135.779793,34.9968395
1391,141,10,10,135.7790175,34.994611
1392,141,10,42,135.779933,34.9994855
1393,141,11,31,135.7655235,34.993912
1394,141,11,52,135.7789385,35.003255
1395,141,12,13,135.754661,34.985201
1396,141,13,5,135.756622,34.987583
1397,141,13,32,135.779933,34.9994855
1398,141,14,30,135.754661,34.985201
1399,141,14,50,135.756622,34.987583
1400,141,15,56,135.7538105,34.9894565
1401,141,17,6,135.779933,34.9994855
1402,142,8,0,135.7717995,34.9880715
1403,142,8,39,135.772814,34.9876865
1404,142,9,43,135.7717995,34.9880715
1405,142,10,46,135.779793,34.9968395
1406,142,11,16,135.7717995,34.9880715
1407,142,11,37,135.772814,34.9876865
1408,142,12,31,135.779793,34.9968395
1409,142,15,27,135.7790175,34.994611
1410,142,16,9,135.779793,34.9968395
1411,142,17,27,135.772814,34.9876865
1412,142,19,50,135.779793,34.9968395
1413,143,8,0,135.7698025,34.968526
1414,143,8,27,135.749473,35.0139545
1415,143,10,29,135.7353195,35.029866
1416,143,13,10,135.749473,35.0139545
1417,143,14,43,135.7353195,35.029866
1418,143,15,8,135.7698025,34.968526
1419,143,16,22,135.774561,35.0003805
1420,143,16,45,135.784286,34.994452
1421,143,17,44,135.7698025,34.968526
1422,143,19,18,135.7800615,34.96749
1423,143,19,47,135.774561,35.0003805
1424,144,8,0,135.73175,35.0357935
1425,144,8,20,135.765669,35.0096815
1426,144,9,11,135.7828155,35.0130485
1427,144,9,42,135.765669,35.0096815
1428,144,10,20,135.73175,35.0357935
1429,144,11,6,135.774561,35.0003805
1430,144,11,50,135.781384,35.0007055
1431,144,12,25,135.779793,34.9968395
1432,144,13,5,135.781384,35.0007055
1433,144,15,26,135.7791445,35.006801
1434,144,16,8,135.7679695,35.016412
1435,144,16,32,135.7828155,35.0130485
1436,144,16,58,135.73175,35.0357935
1437,144,18,16,135.7679695,35.016412
1438,144,18,51,135.765669,35.0096815
1439,145,8,0,135.771648,34.950784
1440,145,10,5,135.754661,34.985201
1441,145,10,38,135.7538105,34.9894565
1442,145,15,4,135.765176,34.9962555
1443,145,15,25,135.771648,34.950784
1444,145,16,10,135.754661,34.985201
1445,146,8,0,135.6733285,35.0237335
1446,146,8,45,135.677087,35.0163655
1447,146,9,33,135.6733285,35.0237335
1448,146,9,59,135.677087,35.0163655
1449,146,10,25,135.6733285,35.0237335
1450,146,12,10,135.66949,35.01664
1451,147,8,0,135.760971,35.044259
1452,147,8,43,135.7731105,34.9925735
1453,147,9,6,135.7746525,35.004084
1454,147,9,45,135.760971,35.044259
1455,147,10,51,135.7731105,34.9925735
1456,147,11,36,135.760971,35.044259
1457,147,12,5,135.7731105,34.9925735
1458,147,14,56,135.760971,35.044259
1459,147,17,41,135.7746525,35.004084
1460,147,18,17,135.7731105,34.9925735
1461,147,19,7,135.760971,35.044259
1462,147,19,36,135.7941705,35.021666
1463,148,8,0,135.673279,35.017037
1464,148,10,55,135.677087,35.0163655
1465,148,11,27,135.6814325,35.0177845
1466,148,11,58,135.677087,35.0163655
1467,148,12,53,135.673279,35.017037
1468,148,13,30,135.677087,35.0163655
1469,148,14,0,135.673279,35.017037
1470,148,14,24,135.677087,35.0163655
1471,148,16,21,135.6814325,35.0177845
1472,148,16,55,135.673279,35.017037
1473,148,17,17,135.679205,35.0115535
1474,149,8,0,135.717369,35.201166
1475,149,9,30,135.754661,34.985201
1476,149,10,26,135.747848,34.9816885
1477,149,13,31,135.754661,34.985201
1478,149,14,49,135.747848,34.9816885
1479,149,15,34,135.756622,34.987583
1480,149,15,58,135.747848,34.9816885
1481,149,17,22,135.717369,35.201166
1482,149,17,51,135.754661,34.985201
1483,149,18,15,135.756622,34.987583
1484,149,19,25,135.717369,35.201166
1485,150,8,0,135.77365,34.9740885
1486,150,8,36,135.754661,34.985201
1487,150,9,11,135.756622,34.987583
1488,150,9,32,135.754661,34.985201
1489,150,10,35,135.77365,34.9740885
1490,150,11,37,135.754661,34.985201
1491,150,13,58,135.756622,34.987583
1492,150,15,41,135.7538105,34.9894565
1493,151,8,0,135.792823,35.0226315
1494,151,8,34,135.7941705,35.021666
1495,151,11,19,135.7746525,35.004084
1496,151,12,10,135.765669,35.0096815
1497,151,12,32,135.7746525,35.004084
1498,151,13,4,135.765669,35.0096815
1499,151,13,39,135.7746525,35.004084
1500,152,8,0,135.7522195,34.991444
1501,152,8,21,135.747848,34.9816885
1502,152,9,16,135.7029955,34.979176
1503,152,9,46,135.747848,34.9816885
1504,152,10,40,135.7522195,34.991444
1505,152,11,5,135.747848,34.9816885
1506,152,11,26,135.754661,34.985201
1507,152,13,42,135.756622,34.987583
1508,152,14,39,135.754661,34.985201
1509,152,16,12,135.747848,34.9816885
1510,152,17,14,135.754661,34.985201
1511,152,18,14,135.747848,34.9816885
1512,152,19,4,135.754661,34.985201
1513,152,19,25,135.747848,34.9816885
1514,152,19,49,135.749473,35.0139545
1515,153,8,0,135.68508,34.993585
1516,153,8,22,135.7634075,35.0223815
1517,153,10,12,135.765669,35.0096815
1518,153,10,46,135.7800615,34.96749
1519,153,11,17,135.756622,34.987583
1520,153,11,40,135.7800615,34.96749
1521,153,13,18,135.765669,35.0096815
1522,153,14,49,135.774561,35.0003805
1523,153,15,26,135.765669,35.0096815
1524,154,8,0,135.7323215,35.032136
1525,154,9,17,135.7353195,35.029866
1526,154,9,52,135.792265,35.0104415
1527,154,10,17,135.7323215,35.032136
1528,154,11,10,135.792265,35.0104415
1529,154,11,34,135.7323215,35.032136
1530,154,12,0,135.792265,35.0104415
1531,154,12,28,135.767355,34.9883835
1532,154,12,51,135.7353195,35.029866
1533,154,13,15,135.767355,34.9883835
1534,155,8,0,135.7605385,34.9912315
1535,155,15,44,135.754661,34.985201
1536,155,16,39,135.7605385,34.9912315
1537,155,17,0,135.7538105,34.9894565
1538,155,17,28,135.7605385,34.9912315
1539,155,17,53,135.767355,34.9883835
1540,155,18,48,135.754661,34.985201
1541,155,19,19,135.7605385,34.9912315
1542,155,19,44,135.767355,34.9883835
1543,156,8,0,135.695086,35.004189
1544,156,8,54,135.754661,34.985201
1545,156,13,8,135.695086,35.004189
1546,156,13,31,135.765669,35.0096815
1547,156,13,53,135.695086,35.004189
1548,156,14,35,135.7302265,35.0398385
1549,156,16,12,135.718685,35.031905
1550,156,16,56,135.71402,35.029143
1551,156,17,35,135.7605385,34.9912315
1552,156,18,7,135.767355,34.9883835
1553,157,8,0,135.8217265,34.95134
1554,157,8,20,135.7570505,35.0037495
1555,157,8,44,135.767355,34.9883835
1556,157,9,6,135.8217265,34.95134
1557,157,9,51,135.7570505,35.0037495
1558,157,14,13,135.767355,34.9883835
1559,157,14,40,135.7570505,35.0037495
1560,158,8,0,135.796,35.04358
1561,158,8,40,135.7634075,35.0223815
1562,158,9,11,135.796,35.04358
1563,158,9,58,135.7679695,35.016412
1564,159,8,0,135.7970205,35.032162
1565,159,8,27,135.7634075,35.0223815
1566,159,8,49,135.7679695,35.016412
1567,159,9,14,135.7497795,35.010972
1568,159,9,47,135.7970205,35.032162
1569,159,10,31,135.7679695,35.016412
1570,159,11,3,135.7634075,35.0223815
1571,159,11,25,135.7679695,35.016412
1572,159,12,31,135.7634075,35.0223815
1573,159,13,43,135.765669,35.0096815
1574,159,14,32,135.7679695,35.016412
1575,159,16,38,135.7746525,35.004084
1576,159,17,18,135.7634075,35.0223815
1577,159,17,59,135.7746525,35.004084
1578,159,18,51,135.7679695,35.016412
1579,160,8,0,135.748985,35.008217
1580,160,10,44,135.7570505,35.0037495
1581,160,11,5,135.7679695,35.016412
1582,160,12,49,135.765669,35.0096815
1583,160,13,11,135.7570505,35.0037495
1584,160,14,31,135.765669,35.0096815
1585,160,15,4,135.748985,35.008217
1586,160,16,13,135.756622,34.987583
1587,160,16,41,135.754661,34.985201
1588,160,18,37,135.756622,34.987583
1589,160,18,59,135.7570505,35.0037495
1590,160,19,39,135.754661,34.985201
1591,161,8,0,135.77852,35.000743
1592,161,8,40,135.7788415,34.9997495
1593,161,10,16,135.77852,35.000743
1594,161,10,53,135.7788415,34.9997495
1595,161,11,21,135.777969,35.0010785
1596,161,11,48,135.7788415,34.9997495
1597,161,12,24,135.777969,35.0010785
1598,161,12,48,135.77852,35.000743
1599,161,13,10,135.777969,35.0010785
1600,162,8,0,135.679205,35.0115535
1601,162,8,22,135.6814325,35.0177845
1602,162,8,48,135.679205,35.0115535
1603,162,12,10,135.6814325,35.0177845
1604,162,12,37,135.679205,35.0115535
1605,162,13,3,135.6814325,35.0177845
1606,162,13,30,135.68444,35.01615
1607,162,15,44,135.6814325,35.0177845
1608,162,16,11,135.68444,35.01615
1609,162,19,59,135.754661,34.985201
1610,163,8,0,135.780687,35.0348495
1611,163,8,34,135.818413,34.9917495
1612,163,10,28,135.780687,35.0348495
1613,163,16,53,135.818413,34.9917495
1614,163,17,28,135.774561,35.0003805
1615,164,8,0,135.770315,35.0216435
1616,164,10,7,135.818413,34.9917495
1617,164,10,33,135.756622,34.987583
1618,164,12,36,135.770315,35.0216435
1619,164,12,58,135.779615,35.0256915
1620,165,8,0,135.69908,35.02753
1621,165,11,31,135.706794,35.014965
1622,165,12,6,135.769274,35.0006195
1623,165,13,22,135.771,35.0003615
1624,165,17,1,135.69908,35.02753
1625,165,17,26,135.706794,35.014965
1626,166,8,0,135.67952,35.028655
1627,166,8,25,135.5922855,35.0121675
1628,166,8,57,135.7570505,35.0037495
1629,166,10,39,135.67952,35.028655
1630,166,16,41,135.673279,35.017037
1631,167,8,0,135.7522195,34.991444
1632,167,8,20,135.74863,35.003559
1633,167,8,50,135.7522195,34.991444
1634,167,10,6,135.74863,35.003559
1635,167,10,38,135.7522195,34.991444
1636,167,11,31,135.74863,35.003559
1637,167,11,53,135.7746525,35.004084
1638,167,12,41,135.774561,35.0003805
1639,167,18,33,135.7522195,34.991444
1640,167,19,13,135.7538105,34.9894565
1641,167,19,42,135.756622,34.987583
1642,168,8,0,135.765363,35.0129715
1643,168,8,21,135.7679695,35.016412
1644,168,10,19,135.765363,35.0129715
1645,168,17,15,135.765669,35.0096815
1646,168,18,3,135.7655235,34.993912
1647,169,8,0,135.769234,34.9725675
1648,169,9,5,135.754661,34.985201
1649,169,9,51,135.7538105,34.9894565
1650,169,10,23,135.769234,34.9725675
1651,169,10,52,135.7698025,34.968526
1652,169,12,9,135.754661,34.985201
1653,169,12,31,135.769234,34.9725675
1654,169,12,52,135.754661,34.985201
1655,169,13,52,135.769234,34.9725675
1656,169,14,43,135.754661,34.985201
1657,169,15,45,135.756622,34.987583
1658,169,16,8,135.769234,34.9725675
1659,169,16,32,135.7538105,34.9894565
1660,169,17,3,135.754661,34.985201
1661,169,17,39,135.7538105,34.9894565
1662,169,18,57,135.754661,34.985201
1663,169,19,20,135.7538105,34.9894565
1664,169,19,55,135.756622,34.987583
1665,170,8,0,135.7605385,34.9912315
1666,170,8,35,135.756622,34.987583
1667,170,8,59,135.7538105,34.9894565
1668,170,11,23,135.756622,34.987583
1669,170,11,48,135.754661,34.985201
1670,170,15,15,135.756622,34.987583
1671,170,15,54,135.754661,34.985201
1672,170,16,42,135.7538105,34.9894565
1673,170,17,51,135.756622,34.987583
1674,170,18,12,135.7538105,34.9894565
1675,170,19,4,135.7605385,34.9912315
1676,170,19,27,135.7522195,34.991444
1677,171,8,0,135.7704425,34.956751
1678,171,8,20,135.7718915,34.97757
1679,171,8,42,135.7731105,34.9925735
1680,171,9,4,135.7704425,34.956751
1681,171,9,29,135.779793,34.9968395
1682,171,11,33,135.7704425,34.956751
1683,171,13,23,135.756622,34.987583
1684,171,13,50,135.7704425,34.956751
1685,171,14,13,135.756622,34.987583
1686,171,15,50,135.754661,34.985201
1687,171,16,48,135.756622,34.987583
1688,171,17,13,135.7704425,34.956751
1689,171,17,41,135.7718915,34.97757
1690,171,18,20,135.747848,34.9816885
1691,171,18,54,135.7704425,34.956751
1692,172,8,0,135.765176,34.9962555
1693,172,8,24,135.756622,34.987583
1694,172,8,46,135.765176,34.9962555
1695,172,9,26,135.756622,34.987583
1696,172,11,24,135.754661,34.985201
1697,172,12,8,135.756622,34.987583
1698,172,12,31,135.765176,34.9962555
1699,172,13,3,135.754661,34.985201
1700,172,13,30,135.7655235,34.993912
1701,172,14,23,135.765176,34.9962555
1702,172,16,3,135.7655235,34.993912
1703,172,16,34,135.754661,34.985201
1704,172,17,1,135.765176,34.9962555
1705,172,18,2,135.7731105,34.9925735
1706,172,19,5,135.7715805,34.9919985
1707,173,8,0,135.779391,34.9744525
1708,173,8,21,135.754661,34.985201
1709,173,8,58,135.779391,34.9744525
1710,173,10,8,135.754661,34.985201
1711,173,10,38,135.779391,34.9744525
1712,173,11,5,135.7800615,34.96749
1713,173,11,29,135.85625,35.0114995
1714,173,12,11,135.754661,34.985201
1715,173,14,37,135.747848,34.9816885
1716,173,16,24,135.756622,34.987583
1717,173,16,54,135.767355,34.9883835
1718,173,17,16,135.754661,34.985201
1719,173,17,40,135.779391,34.9744525
1720,173,18,26,135.754661,34.985201
1721,173,18,50,135.779391,34.9744525
1722,173,19,27,135.7800615,34.96749
1723,173,19,49,135.754661,34.985201
1724,174,8,0,135.7895095,35.0215975
1725,174,8,33,135.7800475,35.0189255
1726,174,9,16,135.769274,35.0006195
1727,174,9,39,135.7800475,35.0189255
1728,174,10,10,135.784286,34.994452
1729,174,10,51,135.7733285,34.988931
1730,174,11,25,135.7895095,35.0215975
1731,174,13,35,135.7733285,34.988931
1732,174,14,53,135.7800475,35.0189255
1733,174,15,53,135.7817325,35.0154755
1734,174,16,35,135.7895095,35.0215975
1735,174,17,49,135.7817325,35.0154755
1736,174,18,20,135.769274,35.0006195
1737,174,18,41,135.784286,34.994452
1738,175,8,0,135.8103125,34.8899255
1739,175,9,42,135.804262,34.8920415
1740,175,10,55,135.807436,34.8900065
1741,175,11,41,135.804262,34.8920415
1742,175,12,3,135.807436,34.8900065
1743,175,12,27,135.804262,34.8920415
1744,175,13,0,135.8103125,34.8899255
1745,175,13,36,135.807436,34.8900065
1746,175,13,58,135.804262,34.8920415
1747,175,14,24,135.807436,34.8900065
1748,175,14,54,135.754661,34.985201
1749,175,15,30,135.7538105,34.9894565
1750,175,16,5,135.8103125,34.8899255
1751,175,16,57,135.804262,34.8920415
1752,175,17,35,135.807436,34.8900065
1753,175,17,57,135.804262,34.8920415
1754,175,18,54,135.8103125,34.8899255
1755,175,19,20,135.804262,34.8920415
1756,175,19,42,135.754661,34.985201
1757,176,8,0,135.718685,35.031905
1758,176,9,33,135.724667,35.033043
1759,176,9,56,135.718685,35.031905
1760,176,10,29,135.71402,35.029143
1761,176,10,50,135.770812,34.9801695
1762,176,13,29,135.718685,35.031905
1763,176,13,56,135.71402,35.029143
1764,176,14,36,135.724667,35.033043
1765,176,15,16,135.718685,35.031905
1766,176,15,46,135.724667,35.033043
1767,176,16,25,135.718685,35.031905
1768,176,16,56,135.744895,35.04319
1769,176,17,21,135.742076,35.045454
1770,176,17,45,135.818413,34.9917495
1771,176,18,44,135.744895,35.04319
1772,177,8,0,135.66773,35.021235
1773,177,8,20,135.6733285,35.0237335
1774,177,9,3,135.66773,35.021235
1775,177,9,36,135.6733285,35.0237335
1776,177,10,32,135.66773,35.021235
1777,177,13,16,135.68444,35.01615
1778,177,13,39,135.66773,35.021235
1779,178,8,0,135.7302265,35.0398385
1780,178,8,44,135.73175,35.0357935
1781,178,9,16,135.754661,34.985201
1782,178,9,54,135.7605385,34.9912315
1783,178,10,23,135.765176,34.9962555
1784,178,11,23,135.754661,34.985201
1785,178,11,48,135.7302265,35.0398385
1786,178,12,28,135.7353195,35.029866
1787,178,13,0,135.754661,34.985201
1788,178,13,21,135.7353195,35.029866
1789,179,8,0,135.864308,35.0115715
1790,179,12,2,135.756622,34.987583
1791,179,12,35,135.864308,35.0115715
1792,179,13,18,135.754661,34.985201
1793,179,14,21,135.765176,34.9962555
1794,179,14,49,135.765669,35.0096815
1795,179,15,26,135.864308,35.0115715
1796,179,15,48,135.765176,34.9962555
1797,179,17,12,135.7655235,34.993912
1798,179,18,3,135.765176,34.9962555
1799,179,18,27,135.7655235,34.993912
1800,179,18,59,135.765669,35.0096815
1801,179,19,26,135.864308,35.0115715
1802,179,19,48,135.7655235,34.993912
1803,180,8,0,135.829124,35.119614
1804,180,9,26,135.833783,35.12004
1805,180,9,49,135.829124,35.119614
1806,180,10,24,135.818413,34.9917495
1807,180,10,47,135.8227825,34.995833
1808,181,8,0,135.766483,35.1196245
1809,181,8,24,135.818413,34.9917495
1810,181,8,50,135.7731105,34.9925735
1811,181,9,22,135.779793,34.9968395
1812,181,9,43,135.7731105,34.9925735
1813,181,11,24,135.7733285,34.988931
1814,181,12,40,135.767355,34.9883835
1815,181,14,10,135.7731105,34.9925735
1816,181,14,46,135.774561,35.0003805
1817,181,15,29,135.767355,34.9883835
1818,181,18,10,135.7839345,35.0074415
1819,181,19,48,135.782733,35.005275
1820,182,8,0,135.752758,35.0300085
1821,182,8,25,135.7634075,35.0223815
1822,182,9,54,135.752758,35.0300085
1823,182,10,15,135.7634075,35.0223815
1824,182,10,39,135.7679695,35.016412
1825,182,12,44,135.7634075,35.0223815
1826,182,13,13,135.7497795,35.010972
1827,182,15,39,135.752758,35.0300085
1828,182,16,36,135.7679695,35.016412
1829,182,17,3,135.765669,35.0096815
1830,182,17,28,135.7570505,35.0037495
1831,182,17,50,135.779793,34.9968395
1832,183,8,0,135.7517045,35.0186945
1833,183,8,26,135.7353195,35.029866
1834,183,9,5,135.754661,34.985201
1835,183,9,28,135.7353195,35.029866
1836,183,12,10,135.754661,34.985201
1837,183,12,54,135.7353195,35.029866
1838,183,17,57,135.7517045,35.0186945
1839,184,8,0,135.754661,34.985201
1840,184,8,35,135.756622,34.987583
1841,184,8,59,135.754661,34.985201
1842,184,9,33,135.756622,34.987583
1843,184,11,18,135.754661,34.985201
1844,184,11,41,135.756622,34.987583
1845,184,12,37,135.754661,34.985201
1846,184,13,15,135.756622,34.987583
1847,184,13,56,135.754661,34.985201
1848,184,14,34,135.756622,34.987583
1849,184,18,43,135.754661,34.985201
1850,184,19,7,135.756622,34.987583
1851,184,19,27,135.754661,34.985201
1852,185,8,0,135.780784,34.998434
1853,185,8,48,135.781384,35.0007055
1854,185,9,44,135.7634075,35.0223815
1855,185,10,11,135.7679695,35.016412
1856,185,10,34,135.76222,35.048933
1857,185,13,45,135.7679695,35.016412
1858,185,14,9,135.780784,34.998434
1859,185,14,43,135.7679695,35.016412
1860,185,16,13,135.76222,35.048933
1861,186,8,0,135.797265,35.0449395
1862,186,8,34,135.796,35.04358
1863,186,18,30,135.7517045,35.0186945
1864,186,19,6,135.7679695,35.016412
1865,186,19,31,135.797265,35.0449395
1866,187,8,0,135.79684,35.021695
1867,187,9,1,135.781384,35.0007055
1868,187,11,12,135.79684,35.021695
1869,187,17,6,135.781384,35.0007055
1870,187,18,19,135.784286,34.994452
1871,187,19,6,135.781384,35.0007055
1872,188,8,0,135.718685,35.031905
1873,188,8,22,135.767355,34.9883835
1874,188,9,1,135.774561,35.0003805
1875,188,9,33,135.718685,35.031905
1876,188,10,9,135.7655235,34.993912
1877,188,10,35,135.718685,35.031905
1878,188,11,1,135.767355,34.9883835
1879,188,11,51,135.7731105,34.9925735
1880,188,12,27,135.767355,34.9883835
1881,188,12,47,135.718685,35.031905
1882,188,13,30,135.767355,34.9883835
1883,188,14,52,135.7731105,34.9925735
1884,189,8,0,135.7549155,35.059531
1885,189,8,49,135.706794,35.014965
1886,189,10,56,135.677087,35.0163655
1887,189,11,23,135.706794,35.014965
1888,189,12,7,135.7570505,35.0037495
1889,189,12,31,135.706794,35.014965
1890,189,14,6,135.7634075,35.0223815
1891,189,14,26,135.7679695,35.016412
1892,189,15,4,135.7570505,35.0037495
1893,189,16,13,135.706794,35.014965
1894,189,16,34,135.677087,35.0163655
1895,189,17,24,135.6814325,35.0177845
1896,189,19,17,135.68444,35.01615
1897,189,19,45,135.706794,35.014965
1898,190,8,0,135.66949,35.01664
1899,190,8,58,135.6712335,35.01464
1900,190,10,5,135.677087,35.0163655
1901,190,10,34,135.6712335,35.01464
1902,190,11,5,135.6756455,35.0127105
1903,190,11,30,135.677087,35.0163655
1904,190,11,52,135.6756455,35.0127105
1905,190,12,26,135.6712335,35.01464
1906,190,12,50,135.677087,35.0163655
1907,190,15,12,135.6712335,35.01464
1908,190,16,51,135.677087,35.0163655
1909,190,17,31,135.6756455,35.0127105
1910,190,18,7,135.677087,35.0163655
1911,190,19,19,135.6756455,35.0127105
1912,190,19,45,135.677087,35.0163655
1913,191,8,0,135.6852865,35.000103
1914,191,8,30,135.792265,35.0104415
1915,191,11,6,135.6852865,35.000103
1916,191,12,13,135.792265,35.0104415
1917,191,13,8,135.6852865,35.000103
1918,191,13,28,135.792265,35.0104415
1919,191,13,48,135.6852865,35.000103
1920,191,17,33,135.677087,35.0163655
1921,191,17,54,135.6712335,35.01464
1922,192,8,0,135.782733,35.005275
1923,192,8,22,135.7828155,35.0130485
1924,192,8,46,135.782733,35.005275
1925,192,9,29,135.7828155,35.0130485
1926,192,10,32,135.782733,35.005275
1927,192,11,11,135.7570505,35.0037495
1928,192,12,17,135.782733,35.005275
1929,192,12,38,135.7570505,35.0037495
1930,192,12,59,135.782733,35.005275
1931,192,13,48,135.781704,35.0102175
1932,192,14,36,135.7828155,35.0130485
1933,192,15,54,135.782733,35.005275
1934,192,16,58,135.765669,35.0096815
1935,192,18,2,135.7605385,34.9912315
1936,192,18,51,135.765669,35.0096815
1937,193,8,0,135.7101305,34.984007
1938,193,9,5,135.7029955,34.979176
1939,193,9,40,135.765176,34.9962555
1940,193,10,2,135.771,35.0003615
1941,193,10,29,135.756622,34.987583
1942,193,11,14,135.7029955,34.979176
1943,193,11,36,135.765176,34.9962555
1944,193,12,17,135.7029955,34.979176
1945,193,13,10,135.771,35.0003615
1946,193,14,56,135.7029955,34.979176
1947,193,15,58,135.5922855,35.0121675
1948,193,16,22,135.7029955,34.979176
1949,193,16,49,135.754661,34.985201
1950,193,17,27,135.771,35.0003615
1951,193,19,13,135.7029955,34.979176
1952,194,8,0,135.751235,35.027755
1953,194,9,17,135.7679695,35.016412
1954,194,9,56,135.779615,35.0256915
1955,194,11,20,135.7800475,35.0189255
1956,194,14,32,135.751235,35.027755
1957,194,15,23,135.779615,35.0256915
1958,194,17,16,135.781384,35.0007055
1959,194,17,39,135.779615,35.0256915
1960,194,18,2,135.751235,35.027755
1961,194,19,2,135.781384,35.0007055
1962,194,19,37,135.751235,35.027755
1963,195,8,0,135.85625,35.0114995
1964,195,10,21,135.856194,35.0296245
1965,195,15,12,135.7941705,35.021666
1966,195,18,20,135.85625,35.0114995
1967,195,18,47,135.756622,34.987583
1968,195,19,9,135.754661,34.985201
1969,196,8,0,135.830634,35.065234
